time_utc,global_in_plane_irradiance_w_m2
20200607:0930,0.0
20200607:1030,0.0
20200607:1130,0.0
20200607:1230,113.95
20200607:1330,305.1
20200607:1430,508.75
20200607:1530,697.8
20200607:1630,854.0
20200607:1730,968.95
20200607:1830,1026.66
20200607:1930,935.15
20200607:2030,829.3
20200607:2130,790.5
20200607:2230,578.2
20200607:2330,453.7
20200608:0030,278.8
20200608:0130,107.1
20200608:0230,0.0
20200608:0330,0.0
20200608:0430,0.0
20200608:0530,0.0
20200608:0630,0.0
20200608:0730,0.0
20200608:0830,0.0
20200608:0930,0.0
20200608:1030,0.0
20200608:1130,0.0
20200608:1230,113.5
20200608:1330,303.35
20200608:1430,507.2
20200608:1530,697.4
20200608:1630,856.05
20200608:1730,873.05
20200608:1830,842.7
20200608:1930,825.25
20200608:2030,785.85
20200608:2130,700.15
20200608:2230,606.55
20200608:2330,493.3
20200609:0030,265.55
20200609:0130,99.2
20200609:0230,0.0
20200609:0330,0.0
20200609:0430,0.0
20200609:0530,0.0
20200609:0630,0.0
20200609:0730,0.0
20200609:0830,0.0
20200609:0930,0.0
20200609:1030,0.0
20200609:1130,0.0
20200609:1230,16.25
20200609:1330,60.6
20200609:1430,148.2
20200609:1530,360.7
20200609:1630,564.35
20200609:1730,714.15
20200609:1830,670.8
20200609:1930,749.6
20200609:2030,694.65
20200609:2130,731.1
20200609:2230,644.35
20200609:2330,511.7
20200610:0030,304.7
20200610:0130,113.3
20200610:0230,0.0
20200610:0330,0.0
20200610:0430,0.0
20200610:0530,0.0
20200610:0630,0.0
20200610:0730,0.0
20200610:0830,0.0
20200610:0930,0.0
20200610:1030,0.0
20200610:1130,0.0
20200610:1230,114.45
20200610:1330,305.7
20200610:1430,511.4
20200610:1530,702.05
20200610:1630,858.75
20200610:1730,977.45
20200610:1830,1037.61
20200610:1930,1002.9
20200610:2030,791.45
20200610:2130,725.15
20200610:2230,585.2
20200610:2330,445.15
20200611:0030,275.65
20200611:0130,99.65
20200611:0230,0.0
20200611:0330,0.0
20200611:0430,0.0
20200611:0530,0.0
20200611:0630,0.0
20200611:0730,0.0
20200611:0830,0.0
20200611:0930,0.0
20200611:1030,0.0
20200611:1130,0.0
20200611:1230,114.85
20200611:1330,306.15
20200611:1430,510.15
20200611:1530,699.15
20200611:1630,855.2
20200611:1730,957.45
20200611:1830,949.45
20200611:1930,943.75
20200611:2030,833.35
20200611:2130,744.85
20200611:2230,646.05
20200611:2330,424.25
20200612:0030,289.4
20200612:0130,111.2
20200612:0230,0.0
20200612:0330,0.0
20200612:0430,0.0
20200612:0530,0.0
20200612:0630,0.0
20200612:0730,0.0
20200612:0830,0.0
20200612:0930,0.0
20200612:1030,0.0
20200612:1130,0.0
20200612:1230,113.8
20200612:1330,303.95
20200612:1430,507.5
20200612:1530,696.65
20200612:1630,853.15
20200612:1730,947.2
20200612:1830,1013.51
20200612:1930,948.1
20200612:2030,891.1
20200612:2130,737.95
20200612:2230,562.2
20200612:2330,399.1
20200613:0030,247.2
20200613:0130,100.35
20200613:0230,0.0
20200613:0330,0.0
20200613:0430,0.0
20200613:0530,0.0
20200613:0630,0.0
20200613:0730,0.0
20200613:0830,0.0
20200613:0930,0.0
20200613:1030,0.0
20200613:1130,0.0
20200613:1230,113.0
20200613:1330,301.1
20200613:1430,501.65
20200613:1530,687.75
20200613:1630,842.25
20200613:1730,927.55
20200613:1830,974.05
20200613:1930,834.75
20200613:2030,710.8
20200613:2130,646.8
20200613:2230,434.7
20200613:2330,284.05
20200614:0030,156.25
20200614:0130,58.6
20200614:0230,0.0
20200614:0330,0.0
20200614:0430,0.0
20200614:0530,0.0
20200614:0630,0.0
20200614:0730,0.0
20200614:0830,0.0
20200614:0930,0.0
20200614:1030,0.0
20200614:1130,0.0
20200614:1230,108.25
20200614:1330,286.4
20200614:1430,505.1
20200614:1530,694.15
20200614:1630,848.0
20200614:1730,950.8
20200614:1830,971.9
20200614:1930,995.15
20200614:2030,885.2
20200614:2130,784.35
20200614:2230,578.6
20200614:2330,429.85
20200615:0030,230.55
20200615:0130,105.35
20200615:0230,0.0
20200615:0330,0.0
20200615:0430,0.0
20200615:0530,0.0
20200615:0630,0.0
20200615:0730,0.0
20200615:0830,0.0
20200615:0930,0.0
20200615:1030,0.0
20200615:1130,0.0
20200615:1230,116.15
20200615:1330,301.25
20200615:1430,511.05
20200615:1530,691.6
20200615:1630,860.55
20200615:1730,971.5
20200615:1830,1007.5
20200615:1930,975.95
20200615:2030,895.35
20200615:2130,677.75
20200615:2230,628.1
20200615:2330,442.5
20200616:0030,292.85
20200616:0130,108.15
20200616:0230,0.0
20200616:0330,0.0
20200616:0430,0.0
20200616:0530,0.0
20200616:0630,0.0
20200616:0730,0.0
20200616:0830,0.0
20200616:0930,0.0
20200616:1030,0.0
20200616:1130,0.0
20200616:1230,115.4
20200616:1330,306.4
20200616:1430,509.55
20200616:1530,697.2
20200616:1630,850.7
20200616:1730,861.5
20200616:1830,978.4
20200616:1930,816.3
20200616:2030,885.45
20200616:2130,736.45
20200616:2230,631.8
20200616:2330,449.85
20200617:0030,241.25
20200617:0130,93.95
20200617:0230,0.0
20200617:0330,0.0
20200617:0430,0.0
20200617:0530,0.0
20200617:0630,0.0
20200617:0730,0.0
20200617:0830,0.0
20200617:0930,0.0
20200617:1030,0.0
20200617:1130,0.0
20200617:1230,117.1
20200617:1330,310.75
20200617:1430,511.85
20200617:1530,689.65
20200617:1630,845.9
20200617:1730,970.0
20200617:1830,1036.91
20200617:1930,1032.01
20200617:2030,969.7
20200617:2130,847.3
20200617:2230,611.1
20200617:2330,440.9
20200618:0030,275.55
20200618:0130,103.5
20200618:0230,0.0
20200618:0330,0.0
20200618:0430,0.0
20200618:0530,0.0
20200618:0630,0.0
20200618:0730,0.0
20200618:0830,0.0
20200618:0930,0.0
20200618:1030,0.0
20200618:1130,0.0
20200618:1230,112.5
20200618:1330,295.75
20200618:1430,497.75
20200618:1530,691.7
20200618:1630,845.7
20200618:1730,941.95
20200618:1830,771.5
20200618:1930,626.95
20200618:2030,629.4
20200618:2130,542.95
20200618:2230,343.6
20200618:2330,294.15
20200619:0030,147.7
20200619:0130,63.4
20200619:0230,0.0
20200619:0330,0.0
20200619:0430,0.0
20200619:0530,0.0
20200619:0630,0.0
20200619:0730,0.0
20200619:0830,0.0
20200619:0930,0.0
20200619:1030,0.0
20200619:1130,0.0
20200619:1230,48.35
20200619:1330,154.45
20200619:1430,200.85
20200619:1530,316.9
20200619:1630,426.25
20200619:1730,654.9
20200619:1830,479.15
20200619:1930,493.65
20200619:2030,694.45
20200619:2130,659.25
20200619:2230,444.7
20200619:2330,231.45
20200620:0030,196.1
20200620:0130,75.5
20200620:0230,0.0
20200620:0330,0.0
20200620:0430,0.0
20200620:0530,0.0
20200620:0630,0.0
20200620:0730,0.0
20200620:0830,0.0
20200620:0930,0.0
20200620:1030,0.0
20200620:1130,0.0
20200620:1230,112.9
20200620:1330,304.15
20200620:1430,507.3
20200620:1530,689.5
20200620:1630,847.0
20200620:1730,955.95
20200620:1830,1028.86
20200620:1930,1024.05
20200620:2030,935.0
20200620:2130,800.2
20200620:2230,623.45
20200620:2330,442.6
20200621:0030,263.5
20200621:0130,99.0
20200621:0230,0.0
20200621:0330,0.0
20200621:0430,0.0
20200621:0530,0.0
20200621:0630,0.0
20200621:0730,0.0
20200621:0830,0.0
20200621:0930,0.0
20200621:1030,0.0
20200621:1130,0.0
20200621:1230,102.85
20200621:1330,243.45
20200621:1430,381.8
20200621:1530,512.7
20200621:1630,757.3
20200621:1730,911.95
20200621:1830,958.25
20200621:1930,849.8
20200621:2030,758.85
20200621:2130,702.0
20200621:2230,573.05
20200621:2330,375.05
20200622:0030,177.6
20200622:0130,58.2
20200622:0230,0.0
20200622:0330,0.0
20200622:0430,0.0
20200622:0530,0.0
20200622:0630,0.0
20200622:0730,0.0
20200622:0830,0.0
20200622:0930,0.0
20200622:1030,0.0
20200622:1130,0.0
20200622:1230,105.9
20200622:1330,287.0
20200622:1430,484.9
20200622:1530,659.7
20200622:1630,817.0
20200622:1730,823.3
20200622:1830,843.3
20200622:1930,619.15
20200622:2030,627.45
20200622:2130,569.65
20200622:2230,565.7
20200622:2330,387.85
20200623:0030,226.55
20200623:0130,90.7
20200623:0230,0.0
20200623:0330,0.0
20200623:0430,0.0
20200623:0530,0.0
20200623:0630,0.0
20200623:0730,0.0
20200623:0830,0.0
20200623:0930,0.0
20200623:1030,0.0
20200623:1130,0.0
20200623:1230,103.65
20200623:1330,285.35
20200623:1430,486.75
20200623:1530,672.8
20200623:1630,822.7
20200623:1730,906.05
20200623:1830,918.95
20200623:1930,787.6
20200623:2030,816.7
20200623:2130,536.0
20200623:2230,314.85
20200623:2330,267.0
20200624:0030,228.7
20200624:0130,97.45
20200624:0230,0.0
20200624:0330,0.0
20200624:0430,0.0
20200624:0530,0.0
20200624:0630,0.0
20200624:0730,0.0
20200624:0830,0.0
20200624:0930,0.0
20200624:1030,0.0
20200624:1130,0.0
20200624:1230,107.7
20200624:1330,293.95
20200624:1430,494.35
20200624:1530,681.45
20200624:1630,813.2
20200624:1730,897.45
20200624:1830,1001.55
20200624:1930,977.2
20200624:2030,909.4
20200624:2130,698.6
20200624:2230,501.1
20200624:2330,318.2
20200625:0030,227.1
20200625:0130,88.7
20200625:0230,0.0
20200625:0330,0.0
20200625:0430,0.0
20200625:0530,0.0
20200625:0630,0.0
20200625:0730,0.0
20200625:0830,0.0
20200625:0930,0.0
20200625:1030,0.0
20200625:1130,0.0
20200625:1230,108.1
20200625:1330,295.65
20200625:1430,495.5
20200625:1530,682.3
20200625:1630,822.45
20200625:1730,894.85
20200625:1830,741.05
20200625:1930,604.95
20200625:2030,492.45
20200625:2130,555.45
20200625:2230,471.15
20200625:2330,367.35
20200626:0030,213.85
20200626:0130,83.7
20200626:0230,0.0
20200626:0330,0.0
20200626:0430,0.0
20200626:0530,0.0
20200626:0630,0.0
20200626:0730,0.0
20200626:0830,0.0
20200626:0930,0.0
20200626:1030,0.0
20200626:1130,0.0
20200626:1230,102.3
20200626:1330,286.15
20200626:1430,479.8
20200626:1530,627.2
20200626:1630,732.6
20200626:1730,800.65
20200626:1830,840.8
20200626:1930,693.6
20200626:2030,651.6
20200626:2130,580.25
20200626:2230,329.15
20200626:2330,123.2
20200627:0030,114.25
20200627:0130,64.2
20200627:0230,0.0
20200627:0330,0.0
20200627:0430,0.0
20200627:0530,0.0
20200627:0630,0.0
20200627:0730,0.0
20200627:0830,0.0
20200627:0930,0.0
20200627:1030,0.0
20200627:1130,0.0
20200627:1230,102.75
20200627:1330,268.85
20200627:1430,449.55
20200627:1530,595.7
20200627:1630,737.9
20200627:1730,928.9
20200627:1830,945.45
20200627:1930,956.6
20200627:2030,864.0
20200627:2130,716.0
20200627:2230,571.8
20200627:2330,400.0
20200628:0030,231.55
20200628:0130,81.0
20200628:0230,0.0
20200628:0330,0.0
20200628:0430,0.0
20200628:0530,0.0
20200628:0630,0.0
20200628:0730,0.0
20200628:0830,0.0
20200628:0930,0.0
20200628:1030,0.0
20200628:1130,0.0
20200628:1230,105.05
20200628:1330,293.35
20200628:1430,497.9
20200628:1530,685.95
20200628:1630,820.55
20200628:1730,900.4
20200628:1830,953.0
20200628:1930,885.55
20200628:2030,623.15
20200628:2130,344.25
20200628:2230,279.95
20200628:2330,298.35
20200629:0030,195.3
20200629:0130,64.55
20200629:0230,0.0
20200629:0330,0.0
20200629:0430,0.0
20200629:0530,0.0
20200629:0630,0.0
20200629:0730,0.0
20200629:0830,0.0
20200629:0930,0.0
20200629:1030,0.0
20200629:1130,0.0
20200629:1230,91.2
20200629:1330,241.9
20200629:1430,444.95
20200629:1530,634.45
20200629:1630,783.05
20200629:1730,921.25
20200629:1830,1009.96
20200629:1930,993.2
20200629:2030,850.45
20200629:2130,624.65
20200629:2230,594.45
20200629:2330,416.8
20200630:0030,226.65
20200630:0130,69.4
20200630:0230,0.0
20200630:0330,0.0
20200630:0430,0.0
20200630:0530,0.0
20200630:0630,0.0
20200630:0730,0.0
20200630:0830,0.0
20200630:0930,0.0
20200630:1030,0.0
20200630:1130,0.0
20200630:1230,103.85
20200630:1330,289.95
20200630:1430,484.3
20200630:1530,647.95
20200630:1630,816.15
20200630:1730,944.0
20200630:1830,985.5
20200630:1930,926.4
20200630:2030,939.6
20200630:2130,739.35
20200630:2230,639.8
20200630:2330,449.15
20200701:0030,302.4
20200701:0130,125.7
20200701:0230,0.0
20200701:0330,0.0
20200701:0430,0.0
20200701:0530,0.0
20200701:0630,0.0
20200701:0730,0.0
20200701:0830,0.0
20200701:0930,0.0
20200701:1030,0.0
20200701:1130,0.0
20200701:1230,102.6
20200701:1330,290.25
20200701:1430,493.8
20200701:1530,685.45
20200701:1630,845.45
20200701:1730,961.2
20200701:1830,1028.56
20200701:1930,1033.81
20200701:2030,970.9
20200701:2130,719.25
20200701:2230,634.45
20200701:2330,484.25
20200702:0030,292.9
20200702:0130,120.45
20200702:0230,0.0
20200702:0330,0.0
20200702:0430,0.0
20200702:0530,0.0
20200702:0630,0.0
20200702:0730,0.0
20200702:0830,0.0
20200702:0930,0.0
20200702:1030,0.0
20200702:1130,0.0
20200702:1230,102.75
20200702:1330,291.65
20200702:1430,495.4
20200702:1530,685.85
20200702:1630,830.3
20200702:1730,859.25
20200702:1830,921.4
20200702:1930,941.4
20200702:2030,832.35
20200702:2130,771.7
20200702:2230,656.45
20200702:2330,471.05
20200703:0030,269.7
20200703:0130,118.75
20200703:0230,0.0
20200703:0330,0.0
20200703:0430,0.0
20200703:0530,0.0
20200703:0630,0.0
20200703:0730,0.0
20200703:0830,0.0
20200703:0930,0.0
20200703:1030,0.0
20200703:1130,0.0
20200703:1230,99.25
20200703:1330,284.75
20200703:1430,478.65
20200703:1530,674.55
20200703:1630,826.9
20200703:1730,934.8
20200703:1830,757.2
20200703:1930,861.75
20200703:2030,794.6
20200703:2130,568.6
20200703:2230,466.75
20200703:2330,368.7
20200704:0030,231.85
20200704:0130,80.7
20200704:0230,0.0
20200704:0330,0.0
20200704:0430,0.0
20200704:0530,0.0
20200704:0630,0.0
20200704:0730,0.0
20200704:0830,0.0
20200704:0930,0.0
20200704:1030,0.0
20200704:1130,0.0
20200704:1230,88.95
20200704:1330,274.25
20200704:1430,472.35
20200704:1530,663.25
20200704:1630,813.65
20200704:1730,921.95
20200704:1830,755.9
20200704:1930,584.6
20200704:2030,653.25
20200704:2130,560.25
20200704:2230,528.7
20200704:2330,340.3
20200705:0030,226.0
20200705:0130,86.55
20200705:0230,0.0
20200705:0330,0.0
20200705:0430,0.0
20200705:0530,0.0
20200705:0630,0.0
20200705:0730,0.0
20200705:0830,0.0
20200705:0930,0.0
20200705:1030,0.0
20200705:1130,0.0
20200705:1230,88.4
20200705:1330,274.45
20200705:1430,476.3
20200705:1530,664.45
20200705:1630,812.7
20200705:1730,927.25
20200705:1830,964.95
20200705:1930,946.85
20200705:2030,652.55
20200705:2130,605.1
20200705:2230,515.4
20200705:2330,414.75
20200706:0030,245.5
20200706:0130,102.35
20200706:0230,0.0
20200706:0330,0.0
20200706:0430,0.0
20200706:0530,0.0
20200706:0630,0.0
20200706:0730,0.0
20200706:0830,0.0
20200706:0930,0.0
20200706:1030,0.0
20200706:1130,0.0
20200706:1230,97.1
20200706:1330,284.7
20200706:1430,488.2
20200706:1530,678.2
20200706:1630,825.85
20200706:1730,934.95
20200706:1830,942.3
20200706:1930,929.4
20200706:2030,900.35
20200706:2130,680.1
20200706:2230,610.25
20200706:2330,366.5
20200707:0030,269.9
20200707:0130,102.9
20200707:0230,0.0
20200707:0330,0.0
20200707:0430,0.0
20200707:0530,0.0
20200707:0630,0.0
20200707:0730,0.0
20200707:0830,0.0
20200707:0930,0.0
20200707:1030,0.0
20200707:1130,0.0
20200707:1230,94.75
20200707:1330,280.3
20200707:1430,482.25
20200707:1530,671.55
20200707:1630,818.0
20200707:1730,754.95
20200707:1830,843.35
20200707:1930,815.8
20200707:2030,744.35
20200707:2130,435.25
20200707:2230,480.6
20200707:2330,355.35
20200708:0030,227.05
20200708:0130,84.4
20200708:0230,0.0
20200708:0330,0.0
20200708:0430,0.0
20200708:0530,0.0
20200708:0630,0.0
20200708:0730,0.0
20200708:0830,0.0
20200708:0930,0.0
20200708:1030,0.0
20200708:1130,0.0
20200708:1230,94.75
20200708:1330,286.3
20200708:1430,492.25
20200708:1530,685.0
20200708:1630,846.45
20200708:1730,963.85
20200708:1830,1008.21
20200708:1930,1026.66
20200708:2030,852.3
20200708:2130,742.15
20200708:2230,621.8
20200708:2330,415.65
20200709:0030,178.85
20200709:0130,100.35
20200709:0230,0.0
20200709:0330,0.0
20200709:0430,0.0
20200709:0530,0.0
20200709:0630,0.0
20200709:0730,0.0
20200709:0830,0.0
20200709:0930,0.0
20200709:1030,0.0
20200709:1130,0.0
20200709:1230,93.3
20200709:1330,280.2
20200709:1430,483.1
20200709:1530,673.0
20200709:1630,806.85
20200709:1730,868.5
20200709:1830,899.6
20200709:1930,896.65
20200709:2030,856.8
20200709:2130,709.05
20200709:2230,582.95
20200709:2330,452.95
20200710:0030,298.55
20200710:0130,114.1
20200710:0230,0.0
20200710:0330,0.0
20200710:0430,0.0
20200710:0530,0.0
20200710:0630,0.0
20200710:0730,0.0
20200710:0830,0.0
20200710:0930,0.0
20200710:1030,0.0
20200710:1130,0.0
20200710:1230,88.85
20200710:1330,272.15
20200710:1430,483.95
20200710:1530,683.2
20200710:1630,847.2
20200710:1730,965.8
20200710:1830,1037.86
20200710:1930,1040.26
20200710:2030,983.95
20200710:2130,873.8
20200710:2230,713.65
20200710:2330,500.2
20200711:0030,320.4
20200711:0130,122.15
20200711:0230,0.0
20200711:0330,0.0
20200711:0430,0.0
20200711:0530,0.0
20200711:0630,0.0
20200711:0730,0.0
20200711:0830,0.0
20200711:0930,0.0
20200711:1030,0.0
20200711:1130,0.0
20200711:1230,89.5
20200711:1330,270.55
20200711:1430,472.55
20200711:1530,655.85
20200711:1630,795.6
20200711:1730,929.05
20200711:1830,989.46
20200711:1930,980.16
20200711:2030,931.3
20200711:2130,764.45
20200711:2230,559.95
20200711:2330,398.8
20200712:0030,289.8
20200712:0130,116.55
20200712:0230,0.0
20200712:0330,0.0
20200712:0430,0.0
20200712:0530,0.0
20200712:0630,0.0
20200712:0730,0.0
20200712:0830,0.0
20200712:0930,0.0
20200712:1030,0.0
20200712:1130,0.0
20200712:1230,83.5
20200712:1330,256.15
20200712:1430,457.6
20200712:1530,620.9
20200712:1630,763.15
20200712:1730,831.55
20200712:1830,879.9
20200712:1930,812.2
20200712:2030,679.8
20200712:2130,343.3
20200712:2230,214.25
20200712:2330,353.65
20200713:0030,254.85
20200713:0130,92.45
20200713:0230,0.0
20200713:0330,0.0
20200713:0430,0.0
20200713:0530,0.0
20200713:0630,0.0
20200713:0730,0.0
20200713:0830,0.0
20200713:0930,0.0
20200713:1030,0.0
20200713:1130,0.0
20200713:1230,61.45
20200713:1330,176.75
20200713:1430,258.6
20200713:1530,304.55
20200713:1630,450.1
20200713:1730,871.45
20200713:1830,878.15
20200713:1930,841.75
20200713:2030,612.75
20200713:2130,681.6
20200713:2230,514.1
20200713:2330,433.65
20200714:0030,207.1
20200714:0130,61.15
20200714:0230,0.0
20200714:0330,0.0
20200714:0430,0.0
20200714:0530,0.0
20200714:0630,0.0
20200714:0730,0.0
20200714:0830,0.0
20200714:0930,0.0
20200714:1030,0.0
20200714:1130,0.0
20200714:1230,74.0
20200714:1330,257.5
20200714:1430,443.2
20200714:1530,612.8
20200714:1630,755.7
20200714:1730,840.5
20200714:1830,866.2
20200714:1930,682.05
20200714:2030,542.3
20200714:2130,363.45
20200714:2230,396.65
20200714:2330,277.1
20200715:0030,150.85
20200715:0130,46.3
20200715:0230,0.0
20200715:0330,0.0
20200715:0430,0.0
20200715:0530,0.0
20200715:0630,0.0
20200715:0730,0.0
20200715:0830,0.0
20200715:0930,0.0
20200715:1030,0.0
20200715:1130,0.0
20200715:1230,73.1
20200715:1330,239.85
20200715:1430,431.4
20200715:1530,608.95
20200715:1630,764.95
20200715:1730,744.25
20200715:1830,553.3
20200715:1930,774.05
20200715:2030,707.55
20200715:2130,648.25
20200715:2230,443.3
20200715:2330,303.0
20200716:0030,198.1
20200716:0130,83.2
20200716:0230,0.0
20200716:0330,0.0
20200716:0430,0.0
20200716:0530,0.0
20200716:0630,0.0
20200716:0730,0.0
20200716:0830,0.0
20200716:0930,0.0
20200716:1030,0.0
20200716:1130,0.0
20200716:1230,73.15
20200716:1330,246.75
20200716:1430,446.45
20200716:1530,596.65
20200716:1630,710.25
20200716:1730,768.5
20200716:1830,881.35
20200716:1930,717.3
20200716:2030,595.35
20200716:2130,379.8
20200716:2230,457.5
20200716:2330,246.95
20200717:0030,208.0
20200717:0130,78.35
20200717:0230,0.0
20200717:0330,0.0
20200717:0430,0.0
20200717:0530,0.0
20200717:0630,0.0
20200717:0730,0.0
20200717:0830,0.0
20200717:0930,0.0
20200717:1030,0.0
20200717:1130,0.0
20200717:1230,77.25
20200717:1330,256.15
20200717:1430,458.05
20200717:1530,641.65
20200717:1630,806.8
20200717:1730,900.2
20200717:1830,950.26
20200717:1930,910.5
20200717:2030,808.95
20200717:2130,683.9
20200717:2230,595.0
20200717:2330,407.55
20200718:0030,225.45
20200718:0130,68.7
20200718:0230,0.0
20200718:0330,0.0
20200718:0430,0.0
20200718:0530,0.0
20200718:0630,0.0
20200718:0730,0.0
20200718:0830,0.0
20200718:0930,0.0
20200718:1030,0.0
20200718:1130,0.0
20200718:1230,76.55
20200718:1330,251.45
20200718:1430,443.05
20200718:1530,614.4
20200718:1630,781.9
20200718:1730,813.3
20200718:1830,934.06
20200718:1930,919.41
20200718:2030,819.7
20200718:2130,753.35
20200718:2230,482.15
20200718:2330,362.45
20200719:0030,268.95
20200719:0130,97.15
20200719:0230,0.0
20200719:0330,0.0
20200719:0430,0.0
20200719:0530,0.0
20200719:0630,0.0
20200719:0730,0.0
20200719:0830,0.0
20200719:0930,0.0
20200719:1030,0.0
20200719:1130,0.0
20200719:1230,73.55
20200719:1330,251.95
20200719:1430,449.6
20200719:1530,630.6
20200719:1630,782.95
20200719:1730,875.05
20200719:1830,878.15
20200719:1930,665.65
20200719:2030,561.4
20200719:2130,522.55
20200719:2230,402.5
20200719:2330,255.3
20200720:0030,210.05
20200720:0130,86.0
20200720:0230,0.0
20200720:0330,0.0
20200720:0430,0.0
20200720:0530,0.0
20200720:0630,0.0
20200720:0730,0.0
20200720:0830,0.0
20200720:0930,0.0
20200720:1030,0.0
20200720:1130,0.0
20200720:1230,74.9
20200720:1330,259.35
20200720:1430,464.15
20200720:1530,656.55
20200720:1630,812.55
20200720:1730,888.05
20200720:1830,946.61
20200720:1930,901.51
20200720:2030,824.8
20200720:2130,661.1
20200720:2230,475.8
20200720:2330,361.65
20200721:0030,221.5
20200721:0130,96.95
20200721:0230,0.0
20200721:0330,0.0
20200721:0430,0.0
20200721:0530,0.0
20200721:0630,0.0
20200721:0730,0.0
20200721:0830,0.0
20200721:0930,0.0
20200721:1030,0.0
20200721:1130,0.0
20200721:1230,71.25
20200721:1330,250.35
20200721:1430,449.65
20200721:1530,646.85
20200721:1630,807.95
20200721:1730,911.9
20200721:1830,965.26
20200721:1930,915.86
20200721:2030,798.45
20200721:2130,432.75
20200721:2230,398.15
20200721:2330,220.1
20200722:0030,215.65
20200722:0130,95.75
20200722:0230,0.0
20200722:0330,0.0
20200722:0430,0.0
20200722:0530,0.0
20200722:0630,0.0
20200722:0730,0.0
20200722:0830,0.0
20200722:0930,0.0
20200722:1030,0.0
20200722:1130,0.0
20200722:1230,62.55
20200722:1330,238.9
20200722:1430,435.8
20200722:1530,617.4
20200722:1630,757.0
20200722:1730,820.25
20200722:1830,798.55
20200722:1930,819.4
20200722:2030,720.05
20200722:2130,624.65
20200722:2230,404.7
20200722:2330,225.2
20200723:0030,138.3
20200723:0130,46.0
20200723:0230,0.0
20200723:0330,0.0
20200723:0430,0.0
20200723:0530,0.0
20200723:0630,0.0
20200723:0730,0.0
20200723:0830,0.0
20200723:0930,0.0
20200723:1030,0.0
20200723:1130,0.0
20200723:1230,60.0
20200723:1330,233.65
20200723:1430,415.55
20200723:1530,627.7
20200723:1630,774.05
20200723:1730,864.85
20200723:1830,919.31
20200723:1930,847.95
20200723:2030,742.6
20200723:2130,695.6
20200723:2230,511.8
20200723:2330,345.3
20200724:0030,209.75
20200724:0130,64.9
20200724:0230,0.0
20200724:0330,0.0
20200724:0430,0.0
20200724:0530,0.0
20200724:0630,0.0
20200724:0730,0.0
20200724:0830,0.0
20200724:0930,0.0
20200724:1030,0.0
20200724:1130,0.0
20200724:1230,57.0
20200724:1330,194.5
20200724:1430,353.0
20200724:1530,537.25
20200724:1630,724.8
20200724:1730,888.9
20200724:1830,867.16
20200724:1930,566.15
20200724:2030,431.55
20200724:2130,443.8
20200724:2230,197.65
20200724:2330,207.6
20200725:0030,103.4
20200725:0130,19.45
20200725:0230,0.0
20200725:0330,0.0
20200725:0430,0.0
20200725:0530,0.0
20200725:0630,0.0
20200725:0730,0.0
20200725:0830,0.0
20200725:0930,0.0
20200725:1030,0.0
20200725:1130,0.0
20200725:1230,53.31
20200725:1330,224.6
20200725:1430,426.0
20200725:1530,586.7
20200725:1630,764.1
20200725:1730,756.65
20200725:1830,891.86
20200725:1930,687.0
20200725:2030,486.1
20200725:2130,174.45
20200725:2230,227.3
20200725:2330,108.3
20200726:0030,76.05
20200726:0130,15.7
20200726:0230,0.0
20200726:0330,0.0
20200726:0430,0.0
20200726:0530,0.0
20200726:0630,0.0
20200726:0730,0.0
20200726:0830,0.0
20200726:0930,0.0
20200726:1030,0.0
20200726:1130,0.0
20200726:1230,42.83
20200726:1330,199.55
20200726:1430,391.3
20200726:1530,581.5
20200726:1630,722.95
20200726:1730,800.5
20200726:1830,503.4
20200726:1930,345.95
20200726:2030,242.9
20200726:2130,239.8
20200726:2230,434.7
20200726:2330,300.85
20200727:0030,153.95
20200727:0130,44.95
20200727:0230,0.0
20200727:0330,0.0
20200727:0430,0.0
20200727:0530,0.0
20200727:0630,0.0
20200727:0730,0.0
20200727:0830,0.0
20200727:0930,0.0
20200727:1030,0.0
20200727:1130,0.0
20200727:1230,42.23
20200727:1330,193.5
20200727:1430,406.95
20200727:1530,599.6
20200727:1630,763.1
20200727:1730,884.1
20200727:1830,727.7
20200727:1930,627.2
20200727:2030,634.95
20200727:2130,516.6
20200727:2230,504.1
20200727:2330,355.3
20200728:0030,206.7
20200728:0130,72.25
20200728:0230,0.0
20200728:0330,0.0
20200728:0430,0.0
20200728:0530,0.0
20200728:0630,0.0
20200728:0730,0.0
20200728:0830,0.0
20200728:0930,0.0
20200728:1030,0.0
20200728:1130,0.0
20200728:1230,47.01
20200728:1330,203.0
20200728:1430,361.65
20200728:1530,585.5
20200728:1630,724.15
20200728:1730,765.85
20200728:1830,713.8
20200728:1930,685.35
20200728:2030,379.65
20200728:2130,403.65
20200728:2230,365.65
20200728:2330,308.6
20200729:0030,206.55
20200729:0130,53.9
20200729:0230,0.0
20200729:0330,0.0
20200729:0430,0.0
20200729:0530,0.0
20200729:0630,0.0
20200729:0730,0.0
20200729:0830,0.0
20200729:0930,0.0
20200729:1030,0.0
20200729:1130,0.0
20200729:1230,51.54
20200729:1330,237.95
20200729:1430,443.75
20200729:1530,638.9
20200729:1630,771.8
20200729:1730,885.86
20200729:1830,962.76
20200729:1930,928.51
20200729:2030,855.75
20200729:2130,732.85
20200729:2230,601.65
20200729:2330,443.65
20200730:0030,256.0
20200730:0130,88.55
20200730:0230,0.0
20200730:0330,0.0
20200730:0430,0.0
20200730:0530,0.0
